TAXA_NAME,stage,stage_code,CRUISE_NAME,STATION,CAST,EVENT_DATE,DAY,MONTH,YEAR,DEPTH,NET_MAX_DEPTH,abundance_staged_10m2,MEAN_LENGTH_UM,MEAN_LENGTH_TYPE,eqn,b,int,LengthType_eqn,Weight_unit_eqn,Weight_type_eqn,weight,PUBLISHED_MEAN_WEIGHT_UM,PUBLISHED_weight_type,PUBLISHED_weight_unit,FINAL_DryWeight_ug,Per_C_DW,convertedCARBON,ESD,biomass_ug,biomass_mg,esd_bins
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,7,14,10-Aug-23,10,8,2023,122,120.555,4484.313449,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,1156906.409,1156.906409,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,6,12,02-Feb-18,2,2,2018,95,93,8934.044439,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,2304890.902,2304.890902,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,10,18,22-Jul-18,22,7,2018,161,167,339.9847948,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,87712.55459,87.71255459,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN668,5,7,17-Jul-21,17,7,2021,76,70.677,923.9933126,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,238380.7014,238.3807014,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,8,15,11-Aug-23,11,8,2023,139,132.572,220.3585374,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,56850.21959,56.85021959,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN668,6,18,20-Jul-21,20,7,2021,90,81.238,799.7184421,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,206319.0724,206.3190724,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,4,10,04-May-23,3,5,2023,60,53,71003.14332,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,18318075.34,18318.07534,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,7,23,04-Feb-18,4,2,2018,125,104,2211.020222,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,570420.3095,570.4203095,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,7,4,03-May-23,3,5,2023,121,75,788.4786543,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,203419.3236,203.4193236,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,9,6,03-May-23,4,5,2023,207,182,55324.5134,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,14273151.26,14273.15126,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN668,8,15,19-Jul-21,19,7,2021,140,128.508,76.9443038,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,19850.83318,19.85083318,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,4,8,21-Jul-18,21,7,2018,65,62,26772.37075,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,6906994.274,6906.994274,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,MVCO,1,29-Apr-23,5,5,2023,20,12,1880.883501,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,485248.456,485.248456,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,10,7,31-Jul-22,31,7,2022,494,160,54.27213527,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,14001.6486,14.0016486,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,7,13,22-Jul-18,22,7,2018,124,106,32614.73128,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,8414262.758,8414.262758,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,5,3,03-May-23,3,5,2023,75,73,29201.77441,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,7533755.248,7533.755248,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,3,22,02-Aug-22,2,8,2022,53,39,114.9435212,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,29654.23758,29.65423758,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,MVCO,30,05-Feb-18,5,2,2018,17,14,338.4708371,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,87321.96918,87.32196918,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,6,9,04-May-23,3,5,2023,85,59,23643.66282,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,6099820.042,6099.820042,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,3,20,11-Aug-23,11,8,2023,55,50.048,2277.264394,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,587510.6195,587.5106195,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,6,18,02-Aug-22,2,8,2022,94,77,608.9019162,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,157090.3857,157.0903857,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,6,12,22-Jul-18,22,7,2018,91,79,28253.43303,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,7289092.997,7289.092997,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,3,5,01-Feb-18,1,2,2018,55,54,714.7843083,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,184406.9459,184.4069459,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,5,9,02-Feb-18,2,2,2018,78,77,4639.113692,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,1196843.268,1196.843268,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,2,2,08-Aug-23,8,8,2023,45,37.053,2707.010552,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,698380.6759,698.3806759,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,3,11,04-May-23,3,5,2023,50,41,7493.663656,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,1933287.584,1933.287584,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,7,21,02-Aug-22,2,8,2022,126,123,205.5436814,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,53028.14022,53.02814022,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,9,13,10-Aug-23,10,8,2023,212,204.692,129.6906698,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,33458.84912,33.45884912,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,4,5,30-Jul-22,30,7,2022,65,49,406.8174517,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,104954.6876,104.9546876,"(512,1.02e+03]"
Calanus finmarchicus,CI,ZOO_STAGE_020,AT46,9,12,19-Feb-22,19,2,2022,155,84,16.70304145,680,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL,ug,C,2.418647837,3.1,DW,ug,3.1,48,1.488,231.2528008,51.77942851,0.051779429,"[128,256]"
Calanus finmarchicus,CI,ZOO_STAGE_020,HRS2303,9,6,03-May-23,4,5,2023,207,182,6147.168156,680,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL,ug,C,2.418647837,3.1,DW,ug,3.1,48,1.488,231.2528008,19056.22128,19.05622128,"[128,256]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,3,5,21-Jul-18,21,7,2018,50,49,176717.0979,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,4311897.189,4311.897189,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN706,5,6,08-Aug-23,8,8,2023,76,71.491,775.7536299,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,18928.38857,18.92838857,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,3,21,21-Jul-21,21,7,2021,54,51,4.105339761,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,100.1702902,0.10017029,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,9,14,19-Jul-21,19,7,2021,147,140.488,795.8780758,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,19419.42505,19.41942505,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,7,13,22-Jul-18,22,7,2018,124,106,7247.718061,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,176844.3207,176.8443207,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,AT46,5,3,17-Feb-22,17,2,2022,76,63,867.3400891,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,21163.09817,21.16309817,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,5,3,03-May-23,3,5,2023,75,73,21090.17041,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,514600.158,514.600158,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN687,2,2,30-Jul-22,30,7,2022,47,40,392.8181789,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,9584.763565,9.584763565,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN608,10,21,03-Feb-18,3,2,2018,460,210,1379.102291,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,33650.09589,33.65009589,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,4,8,21-Jul-18,21,7,2018,65,62,113038.8987,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,2758149.129,2758.149129,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN706,3,20,11-Aug-23,11,8,2023,55,50.048,15181.76262,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,370435.008,370.435008,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,8,5,03-May-23,4,5,2023,138,113,274.4149426,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,6695.724598,6.695724598,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,4,10,04-May-23,3,5,2023,60,53,99030.6999,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,2416349.077,2416.349077,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN608,11,19,03-Feb-18,3,2,2018,1650,195,1514.742339,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,36959.71307,36.95971307,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN706,4,5,08-Aug-23,8,8,2023,66,26.69,7997.404899,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,195136.6795,195.1366795,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,11,8,04-May-23,4,5,2023,1500,115,10935.29455,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,266821.1871,266.8211871,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,2,2,20-Jul-18,20,7,2018,46,35,43495.14563,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,1061281.553,1061.281553,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN608,6,12,02-Feb-18,2,2,2018,95,93,10609.17777,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,258863.9376,258.8639376,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,10,18,22-Jul-18,22,7,2018,161,167,679.9695897,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,16591.25799,16.59125799,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,6,18,20-Jul-21,20,7,2021,90,81.238,1399.507274,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,34147.97748,34.14797748,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,5,9,21-Jul-18,21,7,2018,76,62,23069.86606,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,562904.732,562.904732,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,6,12,22-Jul-18,22,7,2018,91,79,21832.19825,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,532705.6373,532.7056373,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN687,10,7,31-Jul-22,31,7,2022,494,160,27.13606764,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,662.1200503,0.66212005,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,4,5,17-Jul-21,17,7,2021,65,60.673,4538.847528,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,110747.8797,110.7478797,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN687,4,5,30-Jul-22,30,7,2022,65,49,406.8174517,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,9926.34582,9.92634582,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,5,7,17-Jul-21,17,7,2021,76,70.677,2111.984715,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,51532.42704,51.53242704,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,10,7,03-May-23,4,5,2023,470,146,4583.251583,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,111831.3386,111.8313386,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN695,5,8,13-Jan-23,13,1,2023,77,74,117.8892448,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,2876.497574,2.876497574,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN687,5,6,30-Jul-22,30,7,2022,76,61,9134.632915,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,222885.0431,222.8850431,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,3,11,04-May-23,3,5,2023,50,41,114902.8427,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,2803629.363,2803.629363,"(256,512]"
