TAXA_NAME,stage,stage_code,CRUISE_NAME,STATION,CAST,EVENT_DATE,DAY,MONTH,YEAR,DEPTH,NET_MAX_DEPTH,abundance_staged_10m2,MEAN_LENGTH_UM,MEAN_LENGTH_TYPE,eqn,b,int,LengthType_eqn,Weight_unit_eqn,Weight_type_eqn,weight,PUBLISHED_MEAN_WEIGHT_UM,PUBLISHED_weight_type,PUBLISHED_weight_unit,FINAL_DryWeight_ug,Per_C_DW,convertedCARBON,ESD,biomass_ug,biomass_mg,esd_bins
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,3,5,21-Jul-18,21,7,2018,50,49,37599.38254,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,4656120.546,4656.120546,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,6,19,11-Aug-23,11,8,2023,93,88.636,4428.664471,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,548423.7837,548.4237837,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,AT46,6,6,17-Feb-22,17,2,2022,94,83,540.3817616,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,66918.18997,66.91818997,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,4,8,01-Feb-18,1,2,2018,67,64,521.7618379,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,64612.39121,64.61239121,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,5,9,21-Jul-18,21,7,2018,76,62,9499.356615,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,1176353.082,1176.353082,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,4,5,08-Aug-23,8,8,2023,66,26.69,1428.108018,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,176849.7947,176.8497947,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN668,3,21,21-Jul-21,21,7,2021,54,51,6.158009641,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,762.5772893,0.762577289,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,1,1,31-Jan-18,31,1,2018,22,18,198.7912045,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,24617.31415,24.61731415,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,7,14,10-Aug-23,10,8,2023,122,120.555,4484.313449,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,555315.0765,555.3150765,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,6,12,02-Feb-18,2,2,2018,95,93,8934.044439,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,1106347.633,1106.347633,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,10,18,22-Jul-18,22,7,2018,161,167,339.9847948,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,42102.0262,42.1020262,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN668,5,7,17-Jul-21,17,7,2021,76,70.677,923.9933126,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,114422.7367,114.4227367,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,8,15,11-Aug-23,11,8,2023,139,132.572,220.3585374,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,27288.1054,27.2881054,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN668,6,18,20-Jul-21,20,7,2021,90,81.238,799.7184421,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,99033.15477,99.03315477,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,4,10,04-May-23,3,5,2023,60,53,71003.14332,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,8792676.161,8792.676161,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,7,23,04-Feb-18,4,2,2018,125,104,2211.020222,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,273801.7486,273.8017486,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,7,4,03-May-23,3,5,2023,121,75,788.4786543,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,97641.27534,97.64127534,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,9,6,03-May-23,4,5,2023,207,182,55324.5134,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,6851112.604,6851.112604,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN668,8,15,19-Jul-21,19,7,2021,140,128.508,76.9443038,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,9528.399928,9.528399928,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,4,8,21-Jul-18,21,7,2018,65,62,26772.37075,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,3315357.251,3315.357251,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,MVCO,1,29-Apr-23,5,5,2023,20,12,1880.883501,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,232919.2589,232.9192589,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,10,7,31-Jul-22,31,7,2022,494,160,54.27213527,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,6720.79133,6.72079133,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,7,13,22-Jul-18,22,7,2018,124,106,32614.73128,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,4038846.124,4038.846124,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,5,3,03-May-23,3,5,2023,75,73,29201.77441,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,3616202.519,3616.202519,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,3,22,02-Aug-22,2,8,2022,53,39,114.9435212,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,14234.03404,14.23403404,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,MVCO,30,05-Feb-18,5,2,2018,17,14,338.4708371,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,41914.54521,41.91454521,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,6,9,04-May-23,3,5,2023,85,59,23643.66282,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,2927913.62,2927.91362,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,3,20,11-Aug-23,11,8,2023,55,50.048,2277.264394,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,282005.0974,282.0050974,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,6,18,02-Aug-22,2,8,2022,94,77,608.9019162,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,75403.38515,75.40338515,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN617,6,12,22-Jul-18,22,7,2018,91,79,28253.43303,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,3498764.638,3498.764638,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,3,5,01-Feb-18,1,2,2018,55,54,714.7843083,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,88515.33402,88.51533402,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN608,5,9,02-Feb-18,2,2,2018,78,77,4639.113692,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,574484.7687,574.4847687,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,2,2,08-Aug-23,8,8,2023,45,37.053,2707.010552,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,335222.7244,335.2227244,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,HRS2303,3,11,04-May-23,3,5,2023,50,41,7493.663656,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,927978.0402,927.9780402,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,7,21,02-Aug-22,2,8,2022,126,123,205.5436814,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,25453.50731,25.45350731,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN706,9,13,10-Aug-23,10,8,2023,212,204.692,129.6906698,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,16060.24758,16.06024758,"(512,1.02e+03]"
Calanus finmarchicus,Adult,ZOO_STAGE_000,EN687,4,5,30-Jul-22,30,7,2022,65,49,406.8174517,2562,PL,log DW[ug] = (3.264 * log(PL[um]) - 8.714,3.264,-8.714,PL,ug,DW,257.9896393,286.5,DW,ug,257.9896393,48,123.8350269,1009.641496,50378.25006,50.37825006,"(512,1.02e+03]"
Calanus finmarchicus,CI,ZOO_STAGE_020,AT46,9,12,19-Feb-22,19,2,2022,155,84,16.70304145,680,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL,ug,C,2.418647837,3.1,DW,ug,3.1,48,1.488,231.2528008,24.85412568,0.024854126,"[128,256]"
Calanus finmarchicus,CI,ZOO_STAGE_020,HRS2303,9,6,03-May-23,4,5,2023,207,182,6147.168156,680,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL,ug,C,2.418647837,3.1,DW,ug,3.1,48,1.488,231.2528008,9146.986216,9.146986216,"[128,256]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,3,5,21-Jul-18,21,7,2018,50,49,176717.0979,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,2069710.651,2069.710651,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN706,5,6,08-Aug-23,8,8,2023,76,71.491,775.7536299,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,9085.626514,9.085626514,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,3,21,21-Jul-21,21,7,2021,54,51,4.105339761,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,48.08173928,0.048081739,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,9,14,19-Jul-21,19,7,2021,147,140.488,795.8780758,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,9321.324024,9.321324024,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,7,13,22-Jul-18,22,7,2018,124,106,7247.718061,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,84885.27393,84.88527393,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,AT46,5,3,17-Feb-22,17,2,2022,76,63,867.3400891,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,10158.28712,10.15828712,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,5,3,03-May-23,3,5,2023,75,73,21090.17041,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,247008.0758,247.0080758,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN687,2,2,30-Jul-22,30,7,2022,47,40,392.8181789,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,4600.686511,4.600686511,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN608,10,21,03-Feb-18,3,2,2018,460,210,1379.102291,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,16152.04603,16.15204603,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,4,8,21-Jul-18,21,7,2018,65,62,113038.8987,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,1323911.582,1323.911582,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN706,3,20,11-Aug-23,11,8,2023,55,50.048,15181.76262,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,177808.8039,177.8088039,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,8,5,03-May-23,4,5,2023,138,113,274.4149426,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,3213.947807,3.213947807,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,4,10,04-May-23,3,5,2023,60,53,99030.6999,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,1159847.557,1159.847557,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN608,11,19,03-Feb-18,3,2,2018,1650,195,1514.742339,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,17740.66227,17.74066227,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN706,4,5,08-Aug-23,8,8,2023,66,26.69,7997.404899,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,93665.60618,93.66560618,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,11,8,04-May-23,4,5,2023,1500,115,10935.29455,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,128074.1698,128.0741698,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,2,2,20-Jul-18,20,7,2018,46,35,43495.14563,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,509415.1456,509.4151456,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN608,6,12,02-Feb-18,2,2,2018,95,93,10609.17777,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,124254.6901,124.2546901,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,10,18,22-Jul-18,22,7,2018,161,167,679.9695897,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,7963.803834,7.963803834,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,6,18,20-Jul-21,20,7,2021,90,81.238,1399.507274,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,16391.02919,16.39102919,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,5,9,21-Jul-18,21,7,2018,76,62,23069.86606,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,270194.2714,270.1942714,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN617,6,12,22-Jul-18,22,7,2018,91,79,21832.19825,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,255698.7059,255.6987059,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN687,10,7,31-Jul-22,31,7,2022,494,160,27.13606764,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,317.8176242,0.317817624,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,4,5,17-Jul-21,17,7,2021,65,60.673,4538.847528,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,53158.98224,53.15898224,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN687,4,5,30-Jul-22,30,7,2022,65,49,406.8174517,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,4764.645994,4.764645994,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN668,5,7,17-Jul-21,17,7,2021,76,70.677,2111.984715,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,24735.56498,24.73556498,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,10,7,03-May-23,4,5,2023,470,146,4583.251583,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,53679.04254,53.67904254,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN695,5,8,13-Jan-23,13,1,2023,77,74,117.8892448,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,1380.718836,1.380718836,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,EN687,5,6,30-Jul-22,30,7,2022,76,61,9134.632915,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,106984.8207,106.9848207,"(256,512]"
Calanus finmarchicus,CIII,ZOO_STAGE_022,HRS2303,3,11,04-May-23,3,5,2023,50,41,114902.8427,1320,PL,log C[ug] = (2.5400 * log(TL[um])) -6.8110,2.54,-6.811,TL ,ug,C,13.03940532,24.4,DW,ug,24.4,48,11.712,460.0055225,1345742.094,1345.742094,"(256,512]"
