"","taxa_name","stage","stage_code","cruise","station","cast","datetime_utc","day_night","sample_split_factor","volume_ml","zoo_aliquot","haul_factor","abundance_10m2","zooplankton_count","totcnt","primary_flag","secondary_flag","stage_code.x","stage_code.y","MEAN_LENGTH_UM","MEAN_LENGTH_TYPE","eqn","b","int","LengthType","Weight_unit","Weight_type","weight","PUBLISHED_MEAN_WEIGHT_UM","PUBLISHED_weight_type","PUBLISHED_weight_unit","convertedDW","Per_C_DW","Source","convertedCARBON","r","volume","density","ESD","biomass","biomass_mg"
"11","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN649","L5",20,"2020-02-05 06:43:55","Night",0.75,30,128,5.68061109914077,55073.0111311894,53,413,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,14208266.2772578,14208.2662772578
"12","Calanus finmarchicus","Adult","ZOO_STAGE_000","AT46","L4",2,"2022-02-17 03:12:00","Night",1,12.64,256,5.34348846390638,0,5,451,3,"Bongo net hit bottom","adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"13","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN608","L1",1,"2018-01-31 20:46:13","Day",0.75,13.8,32,2.38516758134013,485.463414705145,4,649,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,125244.531256277,125.244531256277
"14","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN644","L6",7,"2019-08-21 21:12:00","Day",0.75,60,512,4.3114738687308,88829.7120052837,38,551,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,22917145.3599424,22917.1453599424
"15","Calanus finmarchicus","Adult","ZOO_STAGE_000","AT46","L9",12,"2022-02-19 00:45:00","Night",0.75,0.43,64,1.95296031008922,0,20,419,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"16","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN649","L11",16,"2020-02-04 13:16:12","Day",0.75,4,16,5.95658832222672,0,5,408,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"17","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN644","L9",18,"2019-08-23 16:15:02","Day",0.75,20,256,5.31473887989181,0,1,461,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"18","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN661","L3",12,"2021-02-06 15:36:00","Day",1,3.96,512,2.67688169179287,0,10,394,3,"TDR reading missing - Net max depth approximate","adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"19","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN649","L1",1,"2020-02-01 18:48:55","Day",0.75,30,256,3.19664813498081,0,1,581,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"20","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN706","L8",15,"2023-08-11 00:43:04","Night",0.75,2.08,16,5.1654356440977,1138.42028344811,33,556,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,293700.638305969,293.700638305969
"21","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN644","L1",1,"2019-08-20 20:19:00","Day",0.75,25,512,2.60812356281165,0,0,405,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"22","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN608","L6",12,"2018-02-02 10:52:00","Night",0.75,11.26,64,6.54382994391228,58465.9085105057,81,646,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,15083598.6483515,15083.5986483515
"23","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN661","L10",7,"2021-02-05 01:50:00","Night",1,1.28,128,4.1946627725619,2252.18505926613,14,561,3,"TDR reading missing - Net max depth approximate","adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,581040.411091532,581.040411091532
"24","Calanus finmarchicus","Adult","ZOO_STAGE_000","AT46","L5",3,"2022-02-17 06:10:00","Night",0.75,2.92,256,3.61161168604791,0,22,509,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"25","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN668","L11",11,"2021-07-18 17:18:39","Day",0.75,2.14,64,5.65480217303527,0,0,406,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"26","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN668","L9",14,"2021-07-19 14:38:00","Day",0.1,30.45,32,4.97423817977117,15835.5491002196,9,464,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,4085407.60058585,4085.40760058585
"27","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN617","L4",8,"2018-07-21 15:38:27","Day",0.75,103.08,256,8.77393778716684,236488.655748324,126,555,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,61011622.9965865,61011.6229965865
"28","Calanus finmarchicus","Adult","ZOO_STAGE_000","AT46","L1",1,"2022-02-16 19:21:00","Day",0.75,5.49,256,1.57078137239128,0,0,559,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"29","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN655","L3",3,"2020-07-25 22:08:57","Day",0.75,112,512,2.7692111695251,31410.3009338268,255,550,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,8103532.20842624,8103.53220842624
"30","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN687","L5",6,"2022-07-30 14:38:00","Day",0.75,4.45,1024,2.91983998067578,0,107,482,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"31","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN649","L2",5,"2020-02-02 09:16:50","Night",0.75,75,512,2.75994855227679,10400.1754606452,3,622,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,2683137.51581605,2683.13751581605
"32","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN617","L6",12,"2018-07-22 02:53:53","Night",0.75,44.45,64,7.60927794660754,217399.370941784,423,725,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,56086785.2947284,56086.7852947284
"33","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN617","L2",2,"2018-07-20 22:14:54","Day",0.75,87.99,2048,2.67597170190872,0,37,636,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"34","Calanus finmarchicus","Adult","ZOO_STAGE_000","HRS2303","L7",4,"2023-05-03 09:11:49","Night",0.75,3.98,8,7.82946045914875,21577.7587806436,139,690,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,5566838.20486066,5566.83820486066
"35","Calanus finmarchicus","Adult","ZOO_STAGE_000","AR38","L6",8,"2019-09-20 05:06:05","Night",1,63,512,2.10881560484324,0,17,806,4,"This tow should not be used for quantitative purposes. Net was held at fixed depth for about 7 mins.","adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"36","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN695","L2",11,"2023-01-13 10:46:29","Night",0.75,3.28,64,4.30137332073143,0,0,653,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"37","Calanus finmarchicus","Adult","ZOO_STAGE_000","HRS2303","L8",5,"2023-05-03 11:37:20","Day",0.75,15.56,32,4.93769815188873,6241.50093802634,24,512,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,1610242.57573253,1610.24257573253
"38","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN627","L4",12,"2019-02-02 20:35:34","Day",0.75,11,32,3.47846120364906,12906.3385016445,96,719,3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter.","adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,3329701.61480671,3329.70161480671
"39","Calanus finmarchicus","Adult","ZOO_STAGE_000","AR38","L10",11,"2019-09-21 11:32:00","Day",1,35,256,5.08348133461379,0,0,418,3,"TDR reading missing - Net max depth approximate","adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"40","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN649","L10",12,"2020-02-03 18:22:00","Day",0.75,7,4,7.07925786410899,267.284756834928,19,665,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,68956.6980079656,68.9566980079656
"41","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN627","L6",16,"2019-02-03 11:33:34","Night",0.75,24,128,3.31718608997378,3755.93764028263,23,584,3,"volume sampled calculated based on ship speed and winch wire angle not flowmeter.","adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,968992.997074181,968.99299707418
"42","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN617","L8",14,"2018-07-22 07:43:16","Night",0.75,24.67,64,7.74533182072405,56310.7682256491,175,543,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,14527594.7836065,14527.5947836065
"43","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN644","L5",22,"2019-08-24 03:21:02","Night",0.75,50,512,5.82605307164541,0,26,575,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"44","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN617","L5",9,"2018-07-21 18:04:45","Day",0.75,42.75,128,4.00329622549193,38292.3655452213,357,715,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,9879033.57520386,9879.03357520386
"45","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN695","L3",10,"2023-01-13 07:25:00","Night",0.75,2.38,64,5.04029186213251,0,2,415,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"46","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN668","L7",17,"2021-07-20 07:12:00","Night",0.75,2.61,64,4.036845695302,0,15,472,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"47","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN644","L10",13,"2019-08-22 17:47:01","Day",0.75,13,128,7.56026405435352,0,0,415,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"48","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN687","L2",2,"2022-07-30 03:50:30","Night",0.1,24.55,128,3.0926766072382,0,11,513,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"49","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN649","L6",19,"2020-02-05 04:42:00","Night",0.75,17,128,3.95299059489405,21334.8824996807,70,468,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,5504178.64073894,5504.17864073894
"50","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN608","L7",23,"2018-02-04 05:49:29","Night",0.75,6.09,128,4.4784415150302,10268.8964626156,28,504,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,2649268.89446588,2649.26889446588
"51","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN617","L11",21,"2018-07-23 14:47:01","Day",0.75,7.83,64,8.44340273171031,0,0,710,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"52","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN655","L2",2,"2020-07-25 18:22:57","Day",0.75,50,256,4.0958981053073,22905.3525866631,95,468,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,5909343.65202116,5909.34365202116
"53","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN657","L9",14,"2020-10-16 10:14:01","Night",0.75,3,4,5.87819580796366,0,0,768,4,"This tow should not be used for quantitative purposes. 335 micron mesh net cod end came unglued.","adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"54","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN706","L4",5,"2023-08-08 16:19:50","Day",0.75,38.46,64,3.98564840998357,13555.5355716306,368,748,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,3497187.73273126,3497.18773273126
"55","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN649","MVCO",2,"2020-02-01 23:26:00","Night",0.75,13,32,4.39439447284545,0,0,633,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
"56","Calanus finmarchicus","Adult","ZOO_STAGE_000","EN657","L4",6,"2020-10-14 18:59:45","Day",0.75,20,128,4.85231388823701,0,8,530,1,NA,"adult_10m2","ZOO_STAGE_000",2562,"PL","log DW[ug] = (3.264 * log(PL[um]) - 8.714",3.264,-8.714,"PL","ug","DW",257.989639306489,286.5,"DW","ug",257.989639306489,48,"",123.835026867115,1281,8805134586.30593,2.92999086814327e-08,10.0964149646398,0,0
